idempenho,ente,historico,vlr_empenhado,elemdespesatce,distancia
201900020127713010000000707,PORTO REAL,REEMPENHADO POR MOTIVO DE RECLASSIFICACAO DE FONTE DE RECURSOS  REFERENTE A ATA DE REGISTRO DE PRECOS N  004 2019  AQUISICAO DE MEDICAMENTOS  ACIDO ACETILSACILICO 100 MG  AMIODARONA 200 MG  AMIXICILINA 500 MG  E OUTROS ,22280.0,MATERIAL DE CONSUMO,0.18315038403942097
201900560114056010000001012,MACAE,DESPESA COM AQUISICAO DE MEDICAMENTOS COMUNS E CONTROLADOS E INSUMOS FARMACEUTICOS NAO PADRONIZADOS PELA RENAME 2017  CONFORME ARP FMS NO 152 2019   PP FMS NO 057 2019  CARVAO VEGETAL ATIVADO 250MG CAPSULAS OU COMPRIMIDO PARACETAMOL 500MG   CODEINA ,2213.6,MATERIAL DE CONSUMO,0.18430990804114367
201900200142320210000002559,ITAPERUNA,AQUISICAO DE MEDICAMENTOS 3 CAIXAS DE JANUVIA 100MG   CX C 28CP  E 6 CAIXAS DE GLICLAZIDA 60MG   COMPR  DE LIBERACAO PROL  CX C  30CP DIAMICRON   EM FAVOR DE JULIANA APARECIDA DOS SANTOS MORAIS  EM ATENDIMENTO A DETERMINACAO JUDICIAL  MANDADO 7581 20,1182.45,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.18438743587878725
201928000042728070280701323,CAMPOS DOS GOYTACAZES,AQUISICAO DE MEDICAMENTOS BASICOS OBJETIVANDO ATENDER AS DEMANDAS ORIUNDAS DA SECRETARIA MUNICIPAL DE SAUDE  CONFORME PREGAO 025 2018   SAF 329 19 ITEM 219   RANITIDINA  CLORIDRATO 150 MG 10 ML SOL ORAL,899.0,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.18457723488081512
201900080126800020000000319,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS  PERICIAZINA 4    FRASCO 20 ML   05 FRASCOS   R  94 25  E LEVOMEPROMAZINA  CLORIDRATO 4  FRASCO 20 ML  15 FRASCOS   R  205 88   PARA A PACIENTE BEATRIZ SANTOS VIEIRA  ORDEM JUDICIAL PROCESSO NO 0006134 20 2016 8 19 0053 ,300.13,SENTENCAS JUDICIAIS,0.1846248426383409
201900020127713010000000690,PORTO REAL,REEMPENHADO POR MOTIVO DE TROCA DE FONTE DE RECURSOS  ATA DE REGISTRO DE PRECOS N  001 2019  AQUISICAO DE MEDICAMNETOS  METFORMINA 850 MG  LEVOTIROXINA E OUTROS ,9900.0,MATERIAL DE CONSUMO,0.18462645758698204
201900020091302080000000707,SANTO ANTONIO DE PADUA,ENOXOPARINA 80 MG ENOXOPARINA 60 MG PREGABALINA 75 MG PREGABALINA 150 MG AQUISICAO DE MEDICAMENTOS CONFORME REQUISICAO NO 2420 QUE ATENDERAO AS NECESSIDADES DOS PACIENTES DA FUNDACAO JOSE KEZEN ,7899.22,MATERIAL DE CONSUMO,0.18483321683259868
201900030069803010000000144,VASSOURAS,SOLICITACAO MEMO 007 2019   APOIO ADMINISTRATIVO   MEDICAMENTOS  TRIMETAZIDINA 35MG  DEPAKENE 500MG  FRISIUM 10MG ,934.0,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.18511211601617306
201900030064520280000002503,SAO GONCALO,VALOR EMPENHADO PARA AQUISICAO DE MEDICAMENTOS  REALIZACAO DE EXAMES  INTERNACAO DO PROCESSO JUDICIAL NO 0047425 16 2017 8 19 0004 DA 8A VARA CIVEL DA COMARCA DE SG  EM FAVOR DE EDNEIA DE MELO SILVA OF NO1194 SEMFA CTM 19 AS FLS 02  EXTRATO AS FLS 0,4950.0,SENTENCAS JUDICIAIS,0.18512047294083334
201900300157730010000000054,LAJE DO MURIAE,ESOMEPRAZOL 20MG C 28  DIVALPROATO DE SODIO 250MG C 20  DONEPEZILA 10MG C 30  DONEPEZILA 5MG C 30  ESOP 20MG C 28  EZETIMIBA 10MG C 60  EZETIMIBA SINVASTATINA 10 40MG  VARVARINA SODICA 5MG  PAROXETINA 20MG  QUETIAPINA 25MG  LATANOPROSTA COL  MIRTAZAP,30057.84,MATERIAL DE CONSUMO,0.18537823092633599
201900080126800020000000823,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS  90COMPR  OLMESARTANA 40MG  BENICAR   112COMPR  MANIDIPINO 10MG  270COMPR  METILDOPA 500MG  PARA ATENDER O PACIENTE MARIO LEITE NETO  POR UM PERIODO DE 03  TRES  MESES  DEMANDA JUD  PROCESSO 00017527620198190053 ,1152.3,SENTENCAS JUDICIAIS,0.18594150951117427
201900080126800020000000178,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS FUMARATO DE FORMOTEROL 12MCG   BUDESONIDA 400MCG FRASCO COM 60 DOSES  03 FRASCOS X 117 47  R 352 41  E TRIMETAZIDINA MR 35MG  03 CXS C 60 CPR X 114 98  R  344 94   PARA O PACIENTE JORGE CORDEIRO DA SILVA  ORDEM JUDICIAL PR,697.35,SENTENCAS JUDICIAIS,0.1859464452815759
201900020127713010000000865,PORTO REAL,REEM PENHADO POR MOTIVO DE TROCA DE FONTE DE RECURSOS  CONTRATO N  095 2019  AQUISICAO DE MEDICAMENTOS  FLUCONAZOL 2 MG 100 ML ,1049.6,MATERIAL DE CONSUMO,0.18600897657316928
201900020127404010000000085,MIGUEL PEREIRA,AQUISICAO DE MEDICAMENTO 12 AMPOLAS DE XOLAIR  OMALIZUMABE 300 MG  CONFORME OFICIO 835 2018  DA DEFENSORIA PUBLICA DA VARA UNICA DE MIGUEL PEREIRA  PARA ATENDER O PACIENTE GABRIEL PEREIRA LAVRADOR  PROC  10327 18 ,40146.48,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.18639188577537036
201900020127713010000000054,PORTO REAL,EMPENHO REFERENTE A ATA DE REGISTRO DE PRECOS N  002 2019  AQUISICAO DE MEDICAMENTOS  ALOPURINOL 100MG  ANLODIPINO 5MG  ANLODIPINO 10 MG  ATENOLOL 50 MG E OUTROS ,21590.0,MATERIAL DE CONSUMO,0.18652151271336348
201902300191430000000000935,PORCIUNCULA,AQUISICAO DE MEDICAMENTOS PARA ATENDER PACIENTE RUTH CHAVES DA SILVA MOREIRA CPF  104 643 03788VINTE E QUATRO AMPOLAS DE ALFAEPOETINA 4 000 UI INJETAVEL DEZ AMPOLAS DE SACARATO DE HIDROXIDO DE FERRO 1000MG ,757.0,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.18665704569478248
201900090158709010000001051,VARRE SAI,CLORTALIDONA COMPRIMIDO 12 5MG  HIGROTON  EMS DIOSMINA HESPERIDINA COMPRIMIDO 500MG  DIOSMIN  TEUTO DOMPERIDONA COMPRIMIDO 10MG NOVA QUIMICA NIMODIPINO COMPRIMIDO 30MG  MIOCARDIL  VITAMEDIC PARACETAMOL 200MG ML SOLUCAO ORAL 15ML FARMACE SALBUTAM,228.6,MATERIAL DE CONSUMO,0.18680082742123827
201900030069803010000000321,VASSOURAS,PA 194 19 MEMORANDO 21 19 APOIO ADMINISTRATIVO MEDICAMENTOS PROCESSOS JUDICIAIS ADRIANA BRANDENBURGER SOUZA E OUTROS CLCITRAN D3 NALTREXONA 4MG OLIGOVITE NOVANLODIPINO 2 5MG DEPAKOTE ER 500MG DICLOFENACO DE POTASSIO 50MG NEBIDO 250MG TRAVATAN 0 04MG,1767.1,MATERIAL DE CONSUMO,0.18706010752120172
201900560114056010000000440,MACAE,DESPESA COM PROCESSO NO 400958 2019  AQUISICAO DE MEDICAMENTOS COMUNS E CONTROLADOS  VISANDO ATENDER AS NECESSIDADES DA CENTRAL DE ABASTECIMENTO FARMACEUTICO  CAF    SEMUSA DIPIRONA SODICA 500MG ML AMPOLA 2ML LINEZOLIDA 2MG ML SOLUCAO INJETAVEL INFU,100726.4,MATERIAL DE CONSUMO,0.18710501000717628
201900030133203060000000626,ITALVA,ACIDO ACETILSALICILICO 100MG ACIDO ACETILSALICILICO TAMPONADO 100MG ACIDO ASCORBICO AMARYL 6MG BENZOATO DE ALOGLIPTINA   METFORMINA 12 5 850 MG NESINA MET 12 5 850 BESILATO DE ANLODIPINO 2 5MG PRESSAT BESILATO DE ANLODIPINO 5MG CANDESARTANA CILEXETI,24535.79,MATERIAL DE CONSUMO,0.18718944026155393
201932000042532040320400237,CAMPOS DOS GOYTACAZES,AQUISICAO DE MEDICAMENTOSINJETAVEIS PARA ATENDER AS DEMANDAS DA FMS  CONF SAC 0001 19 SAF 0209 19 SRP 023 18 2018 099 000034 5 RP ITEM 19   AMOXICILINA 1G CLAVULANATO 200 MG   FRASCO AMPOLA,999798.0,MATERIAL DE CONSUMO,0.18720384344416552
201900560114056010000001557,MACAE,DESPESA COM AQUISICAO DE MEDICAMENTOS COMUNS E CONTROLADOS  VISANDO ATENDER AS NECESSIDADES DA CENTRAL DE ABASTECIMENTO FARMACEUTICO SEMUSA  PREGAO PRESENCIAL NO 055 2019  ARP NO 142 2019 CARVEDILOL 12 5MG COMPRIMIDO HIPOCLORITO DE SODIO 25MG ML  2 5,23236.7,MATERIAL DE CONSUMO,0.18758164175431025
201900030069803010000000562,VASSOURAS,PA 011 18 MEMO 50 19 APOIO ADMINISTRATIVO MEDICAMENTOS PREGAO PRESENCIAL REGISTRO DE PRECO 006 18 CONTRATO 032 18 CICLOBENZAPINA 10MG MARCA  NOVA QUIMICA CLOPIDOGREL 75MG MARCA NOVA QUIMICA CLORIDRATO DE VENLAFAXINA 75MG MARCA  UEROFARMA OLANZAPINA 5,1758.6,MATERIAL DE CONSUMO,0.18775838132706268
201900020091302080000000253,SANTO ANTONIO DE PADUA,FUMARATO DE QUETIAPINA CX 100 MG 30 CP GABAPENTINA CX 600 MG 27 CP HEMITARTARATO DE ZOLPIDEN CX 10 MG 20 CP ESPIRONOLACTONA CX 100 MG 30 CP GENFIBROZILA CX 600 MG CX C  30 CP LIDOCAINA GEL BISNAGA C  30 GR MACRODANTINA CX 100 MG 28 CP REF  AO FORNE,786.57,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.18790051200954816
201900560114056010000000639,MACAE,DESPESA COM AQUISICAO DE MEDICAMENTOS COMUNS E CONTROLADOS  VISANDO ATENDER AS NECESSIDADES DA CENTRAL DE ABASTECIMENTO FARMACEUTICO  PREGAO PRESENCIAL NO 144 2018  ARP NO 149 2018  ACIDO TRANEXAMICO 50MG ML SOLUCAO INJETAVEL AMPOLA 5ML BECLOMETASONA,32628.0,MATERIAL DE CONSUMO,0.18792362732877133
201900200036300140000000605,ANGRA DOS REIS,MM NO 252 2019 SSA SUGER   AQUISICAO DO MEDICAMENTO ACETATO DE DESMOPRESSINA 0 1 MG   SIMILAR AO DDAVP  180 COMPR  PARA ATENDER A PACIENTE ANDRIELE FONTES DE OLIVEIRA EM CUMPRIMENTO AO MANDADO JUDICIAL PROCESSO 001O464 45 2018 8 19 0003   PROC  20180,1800.0,SENTENCAS JUDICIAIS,0.18804756497592368
201900030069803010000000289,VASSOURAS,APOIO ADMINISTRATIVO MEDICAMENTOS PROCESSOS JUDICIAIS ALPRAZOLAM 0 5MG MARCA NOVAQUIMICA AMINOFILINA 0 2MG MARCA TEUTO CLONAZEPAM 2MG MARCA GEOLAB CLORIDRATO DE TANSULOSINA 0 4MG MARCA  GEOLAB CLORIDRATO DE TRAZODONA 50MG COMPRIMIDOS REVESTIDOS MARC,26496.6,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.18828146006467572
201900560114056010000001547,MACAE,DESPESA COM AQUISICAO DE MEDICAMENTOS E INSUMOS FARMACEUTICOS  CONFORME ARP FMS NO 106 2019   PP FMS NO 049 2019  HIDROCORTISONA  SUCCINATO SODICO 500 MG PO LIOFILIZADO P SOLUCAO INJETAVEL F A 4ML INSULINA HUMANA NPH 100UI ML SUSPENSAO INJETAVEL F A,49016.8,MATERIAL DE CONSUMO,0.1884665524671395
201900060242506010000000779,RIO DAS OSTRAS,AGUA DESTILADA AGUA PARA INJETAVEIS SOLUCAO INJETAVEL FRASCO 500ML  BOLSA SISTEMA FECHADO   CLORETO DE SODIO  0 9   SOLUCAO INJETAVEL AMPOLA PLASTICA 10ML  90 154 MEQ ML  AQUISICAO DE MEDICAMENTOS PARA ATENDER AS NECESSIDADES DA SEMUSA    HMRO PSMRO,13675.0,MATERIAL DE CONSUMO,0.18867551578119457
201900020091302080000002127,SANTO ANTONIO DE PADUA,UND   ACIDO ACETIL SALICILICO 100MG UND   ACIDO ASCORBICO UND   BESILATO DE ANLODIPINO 5MG UND   CLORIDRATO DE PROPRANOLOL 40MG UND   COMPLEXO B UND   ENALAPRIL 10MG UND   CLONAZEPAM 2MG UND   DIAZEPAM 10MG UND   PARACETAMOL  FRASCO  15ML  GOTAS  REF,102.6,MATERIAL DE CONSUMO,0.18871375588408656
201900090158709010000002714,VARRE SAI,COMPRESSA CIRURGICA DE GAZE HIDROFILA 13 FIOS 5 DOBRAS  8 CAMADAS  7 5X7 5 CM ESTERIL 100  ALGODAO  10 UNIDADES MEDBRAS AQUISICAO DE MATERIAIS MEDICO HOSPITALAR,1800.0,MATERIAL DE CONSUMO,0.18874031650875
201900030064520280000002471,SAO GONCALO,VALOR EMPENHADO REFERENTE MANDADO DE SEQUESTRO PARA AQUISICAO DE MEDICAMENTOS REALIZACAO DE EXAMES E INTERNACAO  DO PROCESSO JUDICIAL NO0054170 46 2016 8 19 0004 EM FAVOR LYDIA DE OLIVEIRA SILVA  OF NO1961 SEMFA CTM 18 AS FLS  02  EXTRATO AS FLS 06 ,1380.81,SENTENCAS JUDICIAIS,0.18897220276467086
201900030064520280000002484,SAO GONCALO,VALOR EMPENHADO REFERENTE MANDADO DE SEQUESTRO PARA AQUISICAO DE MEDICAMENTOS REALIZACAO DE EXAMES E INTERNACAO  PROCESSO JUDICIAL NO 0010208 08 2018 8 19 0002  EM FAVOR DE VALDENICE ABREU FREIRE  OF NO1871 SEMFA CTM 18 AS FLS  02  EXTRATO AS FLS 05 ,3000.0,SENTENCAS JUDICIAIS,0.18915796615575875
201900020091302080000001537,SANTO ANTONIO DE PADUA,FUMARATO DE QUETIAPINA   CX  100 MG C 30 CP HEMITARTARATO DE ZOLPIDEN     CX  10 MG C 20 CP RISPERIDONA   CX  1 MG C 30 CP GENFIBROZILA   CX  600 MG C 30 CP LACTULONA XP  FRS 120 ML SINVASTADINA   CX  10 MG C 30 CP REFERENTE O FORNECIMENTO DE,790.48,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.18943329044007406
201900030069803010000001103,VASSOURAS,PA 252 18 MEMO 86 19 SERVICO DE FARMACIA PREGAO PRESENCIAL REGISTRO DE PRECO  001 19 HOMOLOGADO 18 02 19 CONTRATO 04 19 AZITOMICINA 500MG MARCA  PRATI DXAMETASONA COLIRIO 0 1   1 MG ML FR DE 5ML MARCA  NOVARTIS 10000 COMP  VALOR UN R  2 67 LEVODOPA,32657.5,MATERIAL DE CONSUMO,0.18945438352948907
201900200036300140000002160,ANGRA DOS REIS,FSE 234 2019   AQUISICAO DE MEDICAMENTO ACIDO GAMALINOLENICO 900 MG PRA O CUMPRIMENTO DE MANDADO JUDICIAL N 00000625766 219 8 19 0003 DA PACIENTE YASMIM CONCEICAO DA SILVA   PROC  2019016843 ,777.6,SENTENCAS JUDICIAIS,0.18958474447918383
201900030069803010000000975,VASSOURAS,PA 252 18 MEMO 105 19 PREGAO PRESENCIAL REGISTRO DE PRECO 001 19 CONTRATO 005 2019 HOMOLOGADO 18 02 19 CITINA   URIDINA   HIDROXCOBALAMINA 1  2 5   1 5MG MARCA  ETNA CLONIDINA 0 100MG MARCA  BOEHRINGER CUMARINA   HEPARINA SODICA CREME 5MG ML   50U M,18067.6,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.18960688278700955
201900030069803010000000027,VASSOURAS,APOIO ADMINISTRATIVO MEDICAMENTOS NOVEMBRO E DEZEMBRO 18 CARBONATO DE CALCIO   COLECALCIFEROL  MIRACALCIO  DOXAZOSINA 2MG ESCITALOPRAN 10MG ROHYPNOL 1 MG TANSULOSINA 0 4MG INDAPAMIDA 1 5MG MONTELUCASTE 5MG VALSARTANA 160MG ROSUVASTATINA 20MG HEMIFUMA,1393.88,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.1898024733540955
201932000042532040320400381,CAMPOS DOS GOYTACAZES,AQUISICAO DE MEDICAMENTOSPARA ATENDER AS DEMANDAS DA FMS  SOLICITADO PELO SETOR DE FARMACIA  SAC 89 19_SAF 322 19 ITEM 10   CLOREXIDINA 0 12  ENXAGUATORIO BUCAL 250ML  SRP  037 2018 2019 099 000021 1 RP,5000.0,MATERIAL DE CONSUMO,0.1900515658852533
201900090158709010000000934,VARRE SAI,ETILEFRINA 10MG ML INJ UNIAO QUIMICA FUROSEMIDA 10MG ML INJ TEUTO KOLLAGENASE CLORANFENICOL POMADA  30G ABBOTT OCITOCINA 5UI ML  INJ TEUTO FIO P SUTURA C POLIGLACTINA 910   NO1  EP 4  24 FIOS TECNOFIO AQUISICAO DE MEDICAMENTOS E MATERIAIS MEDICO,1677.0,MATERIAL DE CONSUMO,0.19013968229841416
201900560114056010000001697,MACAE,DESPESA COM AQUISICAO DE MEDICAMENTOS E INSUMOS FARMACEUTICOS NAO PADRONIZADOS   INJETAVEIS  CONFORME ARP FMS NO 252 2019   PP FMS NO 026 2019  CEFTAZIDIMA 1 G PO PARA SOLUCAO INJETAVEL IM IV F A   DILUENTE 10ML FLUCONAZOL 2 MG ML SOLUCAO INJETAVEL,44320.0,MATERIAL DE CONSUMO,0.19016764743985382
201900090158709010000001538,VARRE SAI,CLORIDRATO DE VENLAFAXINA 150MG 110 00 DIVAPROATO DE SODIO 500MG 117 00 AQUISICAO DE MEDICAMENTOS JUNTO A TALEBA CIMED ANVISA,784.32,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.19031579105215146
201900030064520280000002380,SAO GONCALO,VALOR REFERENTE A MANDADO DE SEQUESTRO PARA AQUISICAO DE MEDICAMENTOS  REALIZACAO DE EXAMES E INTERNACAO  PROCESSO JUDICIAL NO 0045094 03 2013 8 19 0004  EM FAVOR DE JULIA AZEVEDO DA COSTA OF NO636 SEMFA CTM 18 AS FLS  02  EXTRATO AS FLS 05  NAD NO37,3306.54,SENTENCAS JUDICIAIS,0.1905623260355036
201900020091302080000000567,SANTO ANTONIO DE PADUA,LEVOMEPROMAZINA 25 MG   UND POR COMP PERICIAZINA 10 MG   UND POR COMP REFERENTE O FORNECIMENTO DE MEDICAMENTOS PARA ATENDER O CAPS CONF ATA 055 2018 E PROC ADM 1000 2018 ,563.6,MATERIAL DE CONSUMO,0.1908277582233926
201900020091302080000001002,SANTO ANTONIO DE PADUA,LEVOMEPROMAZINA 25 MG   UND POR COMP PERICIAZINA 10 MG UND POR COMP REFERENTE O FORNECIMENTO DE MEDICAMENTOS PARA ATENDER O CAPS CONF ATA 055 2018 E PROC ADM 1000 2018 ,563.6,MATERIAL DE CONSUMO,0.1908277582233926
201900080126800020000000111,SAO JOAO DA BARRA,AQUISICAO DO MEDICAMENTO SULPIRIDA 20MG ML SOLUCAO ORAL GOTAS FRASCO COM 30ML    09 FRASCOS   R  109 44   PARA A PACIENTE MANOELLE BELMIRO GAIA  ORDEM JUDICIAL PROC  NO 0002609 98 2014 8 19 0053 ,109.44,SENTENCAS JUDICIAIS,0.19092883507199065
201900030069803010000000205,VASSOURAS,SOLICITACAO MEMO 14 2019   APOIO ADMINISTRATIVO MEDICAMENTOS  ACETATO DE CIPROTERONA 50MG ,1026.0,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.19098863020830725
201900560114056010000000431,MACAE,DESPESA COM AQUISICAO DE MEDICAMENTOS COMUNS E CONTROLADOS  VISANDO ATENDER AS NECESSIDADES DA CENTRAL DE ABASTECIMENTO FARMACEUTICO  CAF    SEMUSA  RANITIDINA  CLORIDRATO 150MG COMPRIMIDO REVESTIDO SULFAMETOXAZOL 800MG   TRIMETOPRIMA 160MG COMPRIMI,16560.0,MATERIAL DE CONSUMO,0.1909972814242602
201900080126800020000000468,SAO JOAO DA BARRA,AQUISICAO DOS MEDICAMENTOS FUMARATO DE FORMOTEROL 12 MCG   BUDESONIDA 400MCG FRASCO COM 60 DOSES   03 FRASCOS  R  277 26   E LANZOPRAZOL 30 MG   CAIXA C  28 CPR    R  39 30    PARA A PACIENTE MARIA VILMA BARRETO  ORDEM JUDICIAL PROCESSO NO 0001719 2,316.56,SENTENCAS JUDICIAIS,0.19103840776666292
201932000042532040320400161,CAMPOS DOS GOYTACAZES,AQUISICAO DE MEDICAMENTOSINJETAVEIS PARA ATENDER AFMS  CONFORME SAC 1 2019 SAF 0125 2019 E PREGAO SRP 023 2018  CONFORME SEGUE ABAIXO  ITEM 01   ACETILCISTEINA 100 MG ML   AMPOLA 3 ML ,994729.4,MATERIAL DE CONSUMO,0.19147901743383122
201932000042532040320400382,CAMPOS DOS GOYTACAZES,AQUISICAO DE MEDICAMENTOSSOLICITADO PELO SETOR FARMACIA  CONF SAC 89 19 SAF 323 19 SRP 037 18 2019 099 000021 1 RP ITEM 14 CLOREXIDINA SOLUCAO ALCOOLICA 0 5  TOPICA ALMOTOLIA 100 ML ,84934.1,MATERIAL DE CONSUMO,0.1915998736485529
201900030133203140000000481,ITALVA,AMOXACILINA PO PARA SUSPENSAO 60ML ANLODIPINO 5MG CAPTOPRIL 50MG LOSARTANA POTASSICA 100MG MALEATO DE TIMOLOL 5ML NISTATINA CREME VAGINAL NISTATINA SOLUCAO ORAL 100 000 UI PREDNISONA 5MG SINVASTATINA 10MG SULFA   TRIMETOPRIMA SULFATO 40MG   8MG SUSPE,22104.6,MATERIAL DE CONSUMO,0.19170198374463832
201900080126800020000000775,SAO JOAO DA BARRA,AQUISICAO DO MEDICAMENTO SORBITROL 714MG G   LAURIL SULFATO DE SODIO 7 70 MG G SOLUCAO RETAL   BISNAGA COM 6 5  90 CP  X R  5 10   R  459 00   PARA ATENDER O PACIENTE GUSTAVO LUZ DA SILVA PIMENTEL  POR UM PERIODO DE 03  TRES  MESES  DEMANDA JUDICIAL,459.0,SENTENCAS JUDICIAIS,0.19171506417333095
201900040089704110000001342,MIRACEMA,ACIDO ASCORBICO 100 MG ML  SOLUCAO INJETAVEL SANTISA AMIODARONA  CLORIDRATO 50 MG ML SOLUCAO INJETAVEL HIPOLABOR COMPLEXO B DEXPANTENOL NICOTINAMIDA PIRIDOXINA RIBOFLAVINA TIAMINA  SOLUCAO INJETAVEL  2 ML HYPOFARMA DIMEDRINATO PIRIDOXINA  CLORIDRA,3823.02,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.19184443340924207
201900030069803010000000184,VASSOURAS,SOLICITACAO 021 2019   SERVICO DE FARMACIA CLORIDRATO DE AMITRIPTILINA 200MG  MARCA TEUTO  CLORIDRATO DE BIPERIDENO 2MG  MARCA CRISTALIA  CARBAMAZEPINA 200MG  MARCA TEUTO  CARBAMAZEPINA SUSP  ORAL 20MG ML FRASCO 100ML  MARCA UNIAO QUIMICIA  CLOMIPRAM,19208.0,MATERIAL DE CONSUMO,0.19190234922922256
201900560114056010000000795,MACAE,DESPESA COM AQUISICAO DE MEDICAMENTOS E INSUMOS FARMACEUTICOS  CONFORME ARP FMS NO 107 2019 E PP FMS NO 049 2019  DOBUTAMINA CLORIDRATO 12 5MG ML  250MG  SOLUCAO INJETAVEL AMPOLA 20ML OS MEDICAMENTOS DEVERAO SER ENTREGUES NA CAF   COORDENACAO DE ASSI,7250.0,MATERIAL DE CONSUMO,0.1921993249146554
201900020127713010000000676,PORTO REAL,REFERENTE A AQUISICAO DE MEDICAMENTOS  TAL COMO  ENOXAPARINA 40MG 0 4ML INJETAVEL DERINGA GRADUADA USO IV IM  PARA ATENDER A PACIENTE MARCELA CRISTINA DA ROCHA CORDEIRO SILVA  DURANTE A GESTACAO ,5266.24,MATERIAL DE CONSUMO,0.19232009232619707
201900030064520280000001991,SAO GONCALO,VALOR EMPENHADO REFERENTE MANDADO DE SEQUESTRO DE AQUISICAO DE MEDICAMENTOS REALIZACAO DE EXAMES E INTERNACAO  CONFORME OF NO212 SEMFA CTM 18 A FL 01 DO PROC  JUDICIAL NO 0024051 73 2014 8 18 0004  EM FAVOR DE HUMBERTO JOSE DUARTE  EXTRATO AS FLS 04 ,599.88,SENTENCAS JUDICIAIS,0.19247468666162137
201900090158709010000000428,VARRE SAI,CLORIDRATO DE DULOXETINA COMPRIMIDO 60MG  VELIJA  BIOSINTETICA CLORIDRATO DE FLUOXETINA 20MG ML SOLUCAO ORAL 10ML MEDLEY FENOBARBITAL COMPRIMIDO 100MG UNIAO QUIMICA LORAZEPAM COMPRIMIDO 2MG  LORAX  GERMED OXALATO DE ESCITALOPRAM COMPRIMIDO 10MG,760.4,MATERIAL DE CONSUMO,0.19255636823805755
201900560114056010000001689,MACAE,DESPESA COM AQUISICAO DE MEDICAMENTOS E INSUMOS FARMACEUTICOS NAO PADRONIZADOS   INJETAVEIS  CONFORME ARP FMS NO 262 2019   PP FMS NO 026 2019  CAFEINA  CITRATO 20 MG ML SOLUCAO INJETAVEL AMPOLA 1ML POLIMIXINA B  SULFATO 500 000 UI PO LIOFILIZADO PAR,98630.0,MATERIAL DE CONSUMO,0.19281153736667722
201900030133203140000000205,ITALVA,AMOXACILINA PO PARA SUSPENSAO 60ML ANLODIPINO 5MG CAPTOPRIL 50MG LOSARTNA POTASSICA 100MG MALEATO DE TIMOLOL 5MG NISTATINA CREME VAGINAL NISTATINA SOLUCAO ORAL 100 000 UI SINVASTATINA 10MG SULFA   TRIMETOPRIMA SULFATO 40MG   8MG SUSPENSAO,17266.0,MATERIAL DE CONSUMO,0.1928635347517491
201900080126800020000000288,SAO JOAO DA BARRA,AQUISICAO DE INSULINA GLARGINA 100UI ML  LANTUS  03 FRASCOS   R  865 47   E INSULINA LISPRO 100UI ML REFIL DE 3ML PARA CANETA   HUMALOG  06 REFIL  R  307 74   PARA O PACIENTE LUKAS PASSOS DE LACERDA  ORDEM JUDICIAL PROCESSO NO 0004520 77 2016 8 19 00,1173.21,SENTENCAS JUDICIAIS,0.19306964523028025
201900090158709030000000330,VARRE SAI,ACIDO ACETIL SALICILICO 100MG CMP IMEC DIPIRONA 500MG ML INJ TEUTO LUVA P PROCEDIMENTO NAO CIRURGICO LATEX NATURAL C PO BIOABSORVIVEL  100 UNID MEDIX SOLUCAO FISIOLOGICA DE CLORETO DE SODIO 0 9  500ML IV JP AQUISICAO DE MATERIAL HOSPITALAR,3713.1,MATERIAL DE CONSUMO,0.19318982366532167
201900020127404010000000082,MIGUEL PEREIRA,AQUISICAO DE MEDICAMENTO  KEPPRA 100 MG   SOLUCAO 150ML   SERINGA ML  CONFORME MANDADO DE INTIMACAO 2002 2018  DA VARA UNICA DE MIGUEL PEREIRA  PARA ATENDER O PACIENTE PEDRO HENRIQUE MEIRELLES SALVUCCI RAMOS AFONSO  PROC  9941 118 ,1332.0,MATERIAL  BEM OU SERVICO PARA DISTRIBUICAO GRATUITA,0.1932451758136562
201900560114056010000001720,MACAE,DESPESA COM AQUISICAO DE MEDICAMENTOS E INSUMOS FARMACEUTICOS NAO PADRONIZADOS   INJETAVEIS  CONFORME ARP FMS NO 250 2019   PP FMS NO 026 2019  GLICONATO DE CALCIO 100MG ML  10   SOLUCAO INJETAVEL AMPOLA 10ML METILERGOMETRINA  MALEATO 0 2MG ML SOLUCA,77567.04,MATERIAL DE CONSUMO,0.19335587923811026
